CustomerID,Recency,Frequency,Monetary,LastPurchase,R,F,M,RFM_Score,Segment,AOV,Country
16565,364,1,173.7,2010-12-10 15:21:00,1,2,1,121,Hibernating,173.7,United Kingdom
16566,15,5,614.66,2011-11-24 16:34:00,4,4,3,443,Champions,122.93199999999999,United Kingdom
16567,194,2,865.6,2011-05-29 13:57:00,1,3,3,133,Potential Loyalist,432.8,United Kingdom
16569,3,1,124.2,2011-12-06 15:32:00,5,2,1,521,New Customers,124.2,United Kingdom
16570,15,10,3738.4,2011-11-24 17:02:00,4,5,5,455,Champions,373.84000000000003,United Kingdom
16571,26,3,1421.69,2011-11-13 11:46:00,4,4,4,444,Champions,473.8966666666667,United Kingdom
16572,127,3,1009.6,2011-08-04 16:34:00,2,4,4,244,At Risk but Loyal,336.53333333333336,United Kingdom
16573,84,2,663.61,2011-09-16 09:13:00,2,3,3,233,Potential Loyalist,331.805,United Kingdom
16574,71,1,451.44,2011-09-29 13:39:00,3,2,2,322,Potential Loyalist,451.44,United Kingdom
16581,182,1,105.84,2011-06-10 10:05:00,1,2,1,121,Hibernating,105.84,United Kingdom
16582,113,1,313.62,2011-08-18 17:02:00,2,2,2,222,Hibernating,313.62,United Kingdom
16583,373,1,233.45,2010-12-01 12:03:00,1,2,1,121,Hibernating,233.45,United Kingdom
16584,80,2,936.08,2011-09-20 13:45:00,2,3,4,234,Potential Loyalist,468.04,United Kingdom
16586,248,1,463.95,2011-04-05 09:32:00,1,2,2,122,Hibernating,463.95,United Kingdom
16587,232,1,225.15,2011-04-21 15:51:00,1,2,1,121,Hibernating,225.15,United Kingdom
16589,71,3,459.24,2011-09-29 14:50:00,3,4,2,342,Loyal,153.08,United Kingdom
16591,68,1,213.5,2011-10-02 10:43:00,3,2,1,321,Potential Loyalist,213.5,United Kingdom
16592,4,16,4113.68,2011-12-05 13:49:00,5,5,5,555,Champions,257.105,United Kingdom
16593,50,3,330.03,2011-10-20 12:41:00,3,4,2,342,Loyal,110.00999999999999,United Kingdom
16594,75,1,181.09,2011-09-25 14:08:00,2,2,1,221,Hibernating,181.09,United Kingdom
16595,61,1,360.16,2011-10-09 13:15:00,3,2,2,322,Potential Loyalist,360.16,United Kingdom
16596,15,2,250.15,2011-11-24 10:02:00,4,3,2,432,Potential Loyalist,125.075,United Kingdom
16597,4,1,90.04,2011-12-05 15:44:00,5,2,1,521,New Customers,90.04,United Kingdom
16598,285,1,145.04999999999998,2011-02-27 11:42:00,1,2,1,121,Hibernating,145.04999999999998,United Kingdom
16600,4,6,813.52,2011-12-05 16:00:00,5,5,3,553,Champions,135.58666666666667,United Kingdom
16601,40,1,242.7,2011-10-30 11:09:00,3,2,1,321,Potential Loyalist,242.7,United Kingdom
16602,36,1,528.08,2011-11-03 15:54:00,3,2,3,323,Potential Loyalist,528.08,United Kingdom
16603,74,2,482.47,2011-09-26 10:06:00,2,3,2,232,Potential Loyalist,241.235,United Kingdom
16607,17,14,3347.71,2011-11-22 10:24:00,4,5,5,455,Champions,239.12214285714285,United Kingdom
16609,15,7,5493.46,2011-11-24 13:32:00,4,5,5,455,Champions,784.78,United Kingdom
16610,219,1,75.66,2011-05-04 13:13:00,1,2,1,121,Hibernating,75.66,United Kingdom
16611,186,1,129.49,2011-06-06 15:46:00,1,2,1,121,Hibernating,129.49,United Kingdom
16612,32,4,1187.66,2011-11-07 07:38:00,4,4,4,444,Champions,296.915,United Kingdom
16613,70,1,618.59,2011-09-30 15:52:00,3,2,3,323,Potential Loyalist,618.59,United Kingdom
16614,182,1,506.19,2011-06-10 11:36:00,1,2,3,123,Hibernating,506.19,United Kingdom
16616,15,2,500.42,2011-11-24 16:31:00,4,3,3,433,Potential Loyalist,250.21,United Kingdom
16617,235,1,151.85,2011-04-18 10:35:00,1,2,1,121,Hibernating,151.85,United Kingdom
16618,31,5,2647.59,2011-11-08 13:52:00,4,4,5,445,Champions,529.518,United Kingdom
16619,263,1,226.21,2011-03-21 08:18:00,1,2,1,121,Hibernating,226.21,United Kingdom
16620,3,2,178.96,2011-12-06 12:19:00,5,3,1,531,Potential Loyalist,89.48,United Kingdom
16621,51,4,813.48,2011-10-19 11:38:00,3,4,3,343,Loyal,203.37,United Kingdom
16623,245,1,129.45,2011-04-08 10:09:00,1,2,1,121,Hibernating,129.45,United Kingdom
16624,80,2,810.5699999999999,2011-09-20 12:39:00,2,3,3,233,Potential Loyalist,405.28499999999997,United Kingdom
16625,274,1,333.08,2011-03-10 12:50:00,1,2,2,122,Hibernating,333.08,United Kingdom
16626,0,17,4413.1,2011-12-09 11:56:00,5,5,5,555,Champions,259.59411764705885,United Kingdom
16627,79,1,322.8,2011-09-21 14:38:00,2,2,2,222,Hibernating,322.8,United Kingdom
16628,29,5,2188.05,2011-11-10 12:45:00,4,4,5,445,Champions,437.61,United Kingdom
16629,73,2,408.63,2011-09-27 10:34:00,2,3,2,232,Potential Loyalist,204.315,United Kingdom
16633,17,6,2883.1,2011-11-22 13:41:00,4,5,5,455,Champions,480.51666666666665,United Kingdom
16634,222,2,217.9,2011-05-01 12:09:00,1,3,1,131,Potential Loyalist,108.95,United Kingdom
16637,32,4,1154.47,2011-11-07 13:17:00,4,4,4,444,Champions,288.6175,United Kingdom
16638,22,10,1680.72,2011-11-17 11:09:00,4,5,4,454,Champions,168.072,United Kingdom
16639,31,3,1257.51,2011-11-08 13:20:00,4,4,4,444,Champions,419.17,United Kingdom
16641,105,1,231.10000000000002,2011-08-26 12:49:00,2,2,1,221,Hibernating,231.10000000000002,United Kingdom
16642,4,2,688.33,2011-12-05 11:31:00,5,3,3,533,Potential Loyalist,344.165,United Kingdom
16643,245,1,487.51,2011-04-08 08:24:00,1,2,3,123,Hibernating,487.51,United Kingdom
16644,177,2,833.78,2011-06-15 12:39:00,2,3,3,233,Potential Loyalist,416.89,United Kingdom
16647,169,2,214.06,2011-06-23 11:47:00,2,3,1,231,Potential Loyalist,107.03,United Kingdom
16648,42,1,290.65999999999997,2011-10-28 08:58:00,3,2,2,322,Potential Loyalist,290.65999999999997,United Kingdom
16650,71,1,518.42,2011-09-29 09:51:00,3,2,3,323,Potential Loyalist,518.42,United Kingdom
16652,58,7,6773.97,2011-10-12 09:38:00,3,5,5,355,Loyal,967.71,United Kingdom
16653,16,2,1212.66,2011-11-23 14:51:00,4,3,4,434,Potential Loyalist,606.33,United Kingdom
16654,141,4,601.27,2011-07-21 15:23:00,2,4,3,243,At Risk but Loyal,150.3175,United Kingdom
16655,17,6,3789.52,2011-11-22 11:25:00,4,5,5,455,Champions,631.5866666666667,United Kingdom
16656,22,15,8625.8,2011-11-17 14:43:00,4,5,5,455,Champions,575.0533333333333,United Kingdom
16657,9,4,874.43,2011-11-30 11:48:00,5,4,3,543,Champions,218.6075,United Kingdom
16658,368,1,123.24,2010-12-06 13:47:00,1,2,1,121,Hibernating,123.24,United Kingdom
16659,189,1,39.12,2011-06-03 15:03:00,1,2,1,121,Hibernating,39.12,United Kingdom
16660,16,4,1267.6499999999999,2011-11-23 14:53:00,4,4,4,444,Champions,316.91249999999997,United Kingdom
16665,362,1,135.39999999999998,2010-12-12 14:03:00,1,2,1,121,Hibernating,135.39999999999998,United Kingdom
16666,19,1,118.98,2011-11-20 14:01:00,4,2,1,421,New Customers,118.98,United Kingdom
16667,68,2,567.1800000000001,2011-10-02 15:26:00,3,3,3,333,Potential Loyalist,283.59000000000003,United Kingdom
16668,15,6,306.71999999999997,2011-11-24 17:43:00,4,5,2,452,Champions,51.12,United Kingdom
16669,23,3,1348.88,2011-11-16 12:26:00,4,4,4,444,Champions,449.6266666666667,United Kingdom
16670,16,11,4095.9,2011-11-23 09:34:00,4,5,5,455,Champions,372.3545454545455,United Kingdom
16671,28,3,1692.27,2011-11-11 13:40:00,4,4,4,444,Champions,564.09,United Kingdom
16672,2,20,8134.9400000000005,2011-12-07 16:29:00,5,5,5,555,Champions,406.747,United Kingdom
16674,54,2,304.24,2011-10-16 11:31:00,3,3,2,332,Potential Loyalist,152.12,United Kingdom
16676,33,4,1592.1200000000001,2011-11-06 12:01:00,3,4,4,344,Loyal,398.03000000000003,United Kingdom
16678,2,12,3109.99,2011-12-07 12:17:00,5,5,5,555,Champions,259.1658333333333,United Kingdom
16679,366,1,129.75,2010-12-08 13:51:00,1,2,1,121,Hibernating,129.75,United Kingdom
16680,43,1,183.7,2011-10-27 17:35:00,3,2,1,321,Potential Loyalist,183.7,United Kingdom
16681,72,6,1770.34,2011-09-28 11:11:00,2,5,4,254,At Risk but Loyal,295.0566666666667,United Kingdom
16682,4,5,1028.0,2011-12-05 12:13:00,5,4,4,544,Champions,205.6,United Kingdom
16684,4,28,66653.56,2011-12-05 14:06:00,5,5,5,555,Champions,2380.4842857142858,United Kingdom
16685,61,2,324.24,2011-10-09 13:58:00,3,3,2,332,Potential Loyalist,162.12,United Kingdom
16686,47,7,2959.88,2011-10-23 13:49:00,3,5,5,355,Loyal,422.84000000000003,United Kingdom
16688,1,4,1260.86,2011-12-08 15:24:00,5,4,4,544,Champions,315.215,United Kingdom
16689,75,2,422.59999999999997,2011-09-25 11:39:00,2,3,2,232,Potential Loyalist,211.29999999999998,United Kingdom
16690,72,2,225.57999999999998,2011-09-28 15:02:00,2,3,1,231,Potential Loyalist,112.78999999999999,United Kingdom
16692,256,2,1276.0,2011-03-28 14:46:00,1,3,4,134,Potential Loyalist,638.0,United Kingdom
16693,68,2,477.86,2011-10-02 11:10:00,3,3,2,332,Potential Loyalist,238.93,United Kingdom
16696,135,4,657.9000000000001,2011-07-27 14:23:00,2,4,3,243,At Risk but Loyal,164.47500000000002,United Kingdom
16697,241,1,112.75,2011-04-12 17:12:00,1,2,1,121,Hibernating,112.75,United Kingdom
16698,226,2,1998.0,2011-04-27 10:52:00,1,3,4,134,Potential Loyalist,999.0,United Kingdom
16700,8,13,5076.55,2011-12-01 11:00:00,5,5,5,555,Champions,390.50384615384615,United Kingdom
16701,8,13,5398.3,2011-12-01 11:10:00,5,5,5,555,Champions,415.25384615384615,United Kingdom
16705,0,20,14034.99,2011-12-09 12:08:00,5,5,5,555,Champions,701.7495,United Kingdom
16706,37,3,531.35,2011-11-02 13:50:00,3,4,3,343,Loyal,177.11666666666667,United Kingdom
16708,45,1,656.63,2011-10-25 12:20:00,3,2,3,323,Potential Loyalist,656.63,United Kingdom
16709,84,5,3029.87,2011-09-16 10:56:00,2,4,5,245,At Risk but Loyal,605.9739999999999,United Kingdom
16710,19,10,2467.99,2011-11-20 14:50:00,4,5,5,455,Champions,246.79899999999998,United Kingdom
16711,3,5,1651.03,2011-12-06 16:32:00,5,4,4,544,Champions,330.206,United Kingdom
16712,9,11,3611.31,2011-11-30 13:48:00,5,5,5,555,Champions,328.3009090909091,United Kingdom
16713,18,15,6910.78,2011-11-21 12:36:00,4,5,5,455,Champions,460.71866666666665,United Kingdom
16714,218,3,1129.06,2011-05-05 11:09:00,1,4,4,144,At Risk but Loyal,376.3533333333333,United Kingdom
16715,78,1,301.71999999999997,2011-09-22 18:15:00,2,2,2,222,Hibernating,301.71999999999997,United Kingdom
16716,266,2,901.2,2011-03-18 10:03:00,1,3,3,133,Potential Loyalist,450.6,United Kingdom
16717,23,6,3843.08,2011-11-16 12:16:00,4,5,5,455,Champions,640.5133333333333,United Kingdom
16718,369,1,606.0500000000001,2010-12-05 13:03:00,1,2,3,123,Hibernating,606.0500000000001,United Kingdom
16719,14,7,1770.22,2011-11-25 09:27:00,4,5,4,454,Champions,252.88857142857142,United Kingdom
16720,26,1,152.95,2011-11-13 16:22:00,4,2,1,421,New Customers,152.95,United Kingdom
16721,262,1,292.47,2011-03-22 16:08:00,1,2,2,122,Hibernating,292.47,United Kingdom
16722,17,13,4730.81,2011-11-22 13:28:00,4,5,5,455,Champions,363.90846153846155,United Kingdom
16723,91,2,576.4,2011-09-09 13:01:00,2,3,3,233,Potential Loyalist,288.2,United Kingdom
16725,302,7,758.27,2011-02-10 16:52:00,1,5,3,153,At Risk but Loyal,108.32428571428571,United Kingdom
16726,26,5,1358.74,2011-11-13 14:53:00,4,4,4,444,Champions,271.748,United Kingdom
16727,364,1,256.32,2010-12-10 13:48:00,1,2,2,122,Hibernating,256.32,United Kingdom
16728,46,4,1048.28,2011-10-24 14:36:00,3,4,4,344,Loyal,262.07,United Kingdom
16729,38,21,7205.33,2011-11-01 14:29:00,3,5,5,355,Loyal,343.11095238095237,United Kingdom
16730,52,3,743.11,2011-10-18 14:11:00,3,4,3,343,Loyal,247.70333333333335,United Kingdom
16732,31,1,603.75,2011-11-08 09:54:00,4,2,3,423,New Customers,603.75,United Kingdom
16734,52,3,646.76,2011-10-18 13:44:00,3,4,3,343,Loyal,215.58666666666667,United Kingdom
16735,78,5,2247.41,2011-09-22 11:49:00,2,4,5,245,At Risk but Loyal,449.48199999999997,United Kingdom
16737,53,1,417.59999999999997,2011-10-17 13:03:00,3,2,2,322,Potential Loyalist,417.59999999999997,United Kingdom
16738,297,1,3.75,2011-02-15 09:46:00,1,2,1,121,Hibernating,3.75,United Kingdom
16739,176,1,323.0,2011-06-16 09:17:00,2,2,2,222,Hibernating,323.0,United Kingdom
16742,46,1,464.9,2011-10-24 12:02:00,3,2,2,322,Potential Loyalist,464.9,United Kingdom
16743,29,7,2213.13,2011-11-10 13:13:00,4,5,5,455,Champions,316.1614285714286,United Kingdom
16744,11,7,1291.91,2011-11-28 13:06:00,5,5,4,554,Champions,184.55857142857144,United Kingdom
16745,86,17,7180.7,2011-09-14 11:58:00,2,5,5,255,At Risk but Loyal,422.3941176470588,United Kingdom
16746,4,18,6680.11,2011-12-05 12:33:00,5,5,5,555,Champions,371.1172222222222,United Kingdom
16747,37,2,836.06,2011-11-02 11:37:00,3,3,3,333,Potential Loyalist,418.03,United Kingdom
16748,17,5,1515.9,2011-11-22 10:17:00,4,4,4,444,Champions,303.18,United Kingdom
16750,44,5,623.93,2011-10-26 12:48:00,3,4,3,343,Loyal,124.78599999999999,United Kingdom
16751,30,1,1764.72,2011-11-09 10:48:00,4,2,4,424,New Customers,1764.72,United Kingdom
16752,372,1,207.5,2010-12-02 12:18:00,1,2,1,121,Hibernating,207.5,United Kingdom
16753,58,1,223.92000000000002,2011-10-12 13:14:00,3,2,1,321,Potential Loyalist,223.92000000000002,United Kingdom
16754,372,1,2002.4,2010-12-02 17:38:00,1,2,4,124,Hibernating,2002.4,United Kingdom
16755,114,3,1475.43,2011-08-17 13:21:00,2,4,4,244,At Risk but Loyal,491.81,United Kingdom
16756,214,1,239.4,2011-05-09 09:33:00,1,2,1,121,Hibernating,239.4,United Kingdom
16757,318,1,106.83000000000001,2011-01-25 11:59:00,1,2,1,121,Hibernating,106.83000000000001,United Kingdom
16758,65,1,369.34000000000003,2011-10-05 14:47:00,3,2,2,322,Potential Loyalist,369.34000000000003,United Kingdom
16759,7,3,789.79,2011-12-02 12:42:00,5,4,3,543,Champions,263.2633333333333,United Kingdom
16761,96,1,316.62,2011-09-04 11:15:00,2,2,2,222,Hibernating,316.62,United Kingdom
16762,19,3,1207.24,2011-11-20 11:43:00,4,4,4,444,Champions,402.41333333333336,United Kingdom
16763,198,1,611.85,2011-05-25 11:52:00,1,2,3,123,Hibernating,611.85,United Kingdom
16764,3,13,2790.9500000000003,2011-12-06 11:41:00,5,5,5,555,Champions,214.68846153846155,United Kingdom
16765,294,1,34.0,2011-02-18 15:41:00,1,2,1,121,Hibernating,34.0,United Kingdom
16766,273,2,1145.6,2011-03-11 15:22:00,1,3,4,134,Potential Loyalist,572.8,United Kingdom
16767,30,11,5575.56,2011-11-09 09:42:00,4,5,5,455,Champions,506.86909090909097,United Kingdom
16768,47,3,478.09000000000003,2011-10-23 10:38:00,3,4,2,342,Loyal,159.36333333333334,United Kingdom
16769,260,1,361.54,2011-03-24 13:41:00,1,2,2,122,Hibernating,361.54,United Kingdom
16770,57,5,757.1,2011-10-13 12:21:00,3,4,3,343,Loyal,151.42000000000002,United Kingdom
16771,33,5,2242.61,2011-11-06 13:28:00,3,4,5,345,Loyal,448.52200000000005,United Kingdom
16773,57,1,171.59,2011-10-13 14:37:00,3,2,1,321,Potential Loyalist,171.59,United Kingdom
16774,67,4,661.52,2011-10-03 12:41:00,3,4,3,343,Loyal,165.38,United Kingdom
16775,10,11,1691.51,2011-11-29 15:22:00,5,5,4,554,Champions,153.77363636363637,United Kingdom
16776,60,1,371.54,2011-10-10 13:04:00,3,2,2,322,Potential Loyalist,371.54,United Kingdom
16777,80,2,222.62,2011-09-20 13:41:00,2,3,1,231,Potential Loyalist,111.31,United Kingdom
16778,74,2,245.94,2011-09-26 13:48:00,2,3,1,231,Potential Loyalist,122.97,United Kingdom
16779,2,22,10611.720000000001,2011-12-07 14:54:00,5,5,5,555,Champions,482.35090909090917,United Kingdom
16780,100,2,422.24,2011-08-31 16:09:00,2,3,2,232,Potential Loyalist,211.12,United Kingdom
16781,372,1,311.25,2010-12-02 14:26:00,1,2,2,122,Hibernating,311.25,United Kingdom
16782,10,13,2267.9500000000003,2011-11-29 13:20:00,5,5,5,555,Champions,174.45769230769233,United Kingdom
16784,19,1,107.6,2011-11-20 12:20:00,4,2,1,421,New Customers,107.6,United Kingdom
16788,123,2,594.39,2011-08-08 14:53:00,2,3,3,233,Potential Loyalist,297.195,United Kingdom
16789,8,1,80.8,2011-12-01 15:12:00,5,2,1,521,New Customers,80.8,United Kingdom
16790,3,6,1545.6200000000001,2011-12-06 11:53:00,5,5,4,554,Champions,257.60333333333335,United Kingdom
16791,29,7,1705.78,2011-11-10 19:12:00,4,5,4,454,Champions,243.68285714285713,United Kingdom
16792,282,2,110.38000000000001,2011-03-02 14:41:00,1,3,1,131,Potential Loyalist,55.190000000000005,United Kingdom
16793,57,1,243.84,2011-10-13 15:08:00,3,2,1,321,Potential Loyalist,243.84,United Kingdom
16794,1,10,1196.5,2011-12-08 17:54:00,5,5,4,554,Champions,119.65,United Kingdom
16795,365,1,414.88,2010-12-09 14:08:00,1,2,2,122,Hibernating,414.88,United Kingdom
16796,89,1,305.62,2011-09-11 14:01:00,2,2,2,222,Hibernating,305.62,United Kingdom
16800,11,1,1162.65,2011-11-28 14:06:00,5,2,4,524,New Customers,1162.65,United Kingdom
16801,163,4,1594.23,2011-06-29 15:33:00,2,4,4,244,At Risk but Loyal,398.5575,United Kingdom
16803,65,1,332.3,2011-10-05 14:28:00,3,2,2,322,Potential Loyalist,332.3,United Kingdom
16804,23,3,536.99,2011-11-16 16:43:00,4,4,3,443,Champions,178.99666666666667,United Kingdom
16805,173,2,460.59,2011-06-19 11:23:00,2,3,2,232,Potential Loyalist,230.295,United Kingdom
16806,103,4,762.16,2011-08-28 15:27:00,2,4,3,243,At Risk but Loyal,190.54,United Kingdom
16807,142,3,1121.59,2011-07-20 12:00:00,2,4,4,244,At Risk but Loyal,373.8633333333333,United Kingdom
16808,99,2,288.42,2011-09-01 19:34:00,2,3,2,232,Potential Loyalist,144.21,United Kingdom
16809,23,5,914.69,2011-11-16 15:45:00,4,4,3,443,Champions,182.93800000000002,United Kingdom
16810,192,1,309.54,2011-05-31 15:32:00,1,2,2,122,Hibernating,309.54,United Kingdom
16811,4,2,547.07,2011-12-05 11:39:00,5,3,3,533,Potential Loyalist,273.535,United Kingdom
16812,360,1,479.35,2010-12-14 12:35:00,1,2,2,122,Hibernating,479.35,United Kingdom
16813,8,10,1652.18,2011-12-01 14:03:00,5,5,4,554,Champions,165.21800000000002,United Kingdom
16814,14,21,6416.7,2011-11-25 13:27:00,4,5,5,455,Champions,305.5571428571428,United Kingdom
16816,103,4,417.06,2011-08-28 14:16:00,2,4,2,242,At Risk but Loyal,104.265,United Kingdom
16817,2,9,1604.75,2011-12-07 11:03:00,5,5,4,554,Champions,178.30555555555554,United Kingdom
16818,10,11,3349.57,2011-11-29 10:41:00,5,5,5,555,Champions,304.50636363636363,United Kingdom
16820,95,1,497.61,2011-09-05 12:06:00,2,2,3,223,Hibernating,497.61,United Kingdom
16823,227,1,358.38,2011-04-26 15:00:00,1,2,2,122,Hibernating,358.38,United Kingdom
16824,15,2,460.64,2011-11-24 12:38:00,4,3,2,432,Potential Loyalist,230.32,United Kingdom
16825,38,2,775.1800000000001,2011-11-01 11:51:00,3,3,3,333,Potential Loyalist,387.59000000000003,United Kingdom
16826,51,1,341.7,2011-10-19 14:05:00,3,2,2,322,Potential Loyalist,341.7,United Kingdom
16828,93,2,128.5,2011-09-07 15:10:00,2,3,1,231,Potential Loyalist,64.25,United Kingdom
16829,156,1,197.22,2011-07-06 10:48:00,2,2,1,221,Hibernating,197.22,United Kingdom
16830,38,1,325.91,2011-11-01 11:35:00,3,2,2,322,Potential Loyalist,325.91,United Kingdom
16832,184,3,199.15,2011-06-08 15:36:00,1,4,1,141,At Risk but Loyal,66.38333333333334,United Kingdom
16833,1,4,1106.53,2011-12-08 14:39:00,5,4,4,544,Champions,276.6325,United Kingdom
16834,227,1,413.46,2011-04-26 09:37:00,1,2,2,122,Hibernating,413.46,United Kingdom
16835,128,2,180.85,2011-08-03 13:50:00,2,3,1,231,Potential Loyalist,90.425,United Kingdom
16836,39,2,251.87,2011-10-31 10:05:00,3,3,2,332,Potential Loyalist,125.935,United Kingdom
16837,31,11,3170.98,2011-11-08 14:27:00,4,5,5,455,Champions,288.2709090909091,United Kingdom
16838,197,2,588.85,2011-05-26 13:13:00,1,3,3,133,Potential Loyalist,294.425,United Kingdom
16839,8,34,16594.35,2011-12-01 09:03:00,5,5,5,555,Champions,488.06911764705876,United Kingdom
16841,36,6,1869.82,2011-11-03 11:51:00,3,5,4,354,Loyal,311.63666666666666,United Kingdom
16842,100,3,1264.19,2011-08-31 10:42:00,2,4,4,244,At Risk but Loyal,421.3966666666667,United Kingdom
16843,42,16,10196.57,2011-10-28 09:06:00,3,5,5,355,Loyal,637.285625,United Kingdom
16846,50,1,214.32,2011-10-20 13:55:00,3,2,1,321,Potential Loyalist,214.32,United Kingdom
16847,43,1,193.44,2011-10-27 13:29:00,3,2,1,321,Potential Loyalist,193.44,United Kingdom
16848,52,1,281.42,2011-10-18 08:42:00,3,2,2,322,Potential Loyalist,281.42,United Kingdom
16849,186,1,124.57,2011-06-06 09:16:00,1,2,1,121,Hibernating,124.57,United Kingdom
16850,333,1,332.41,2011-01-10 11:09:00,1,2,2,122,Hibernating,332.41,United Kingdom
16851,4,3,342.45,2011-12-05 13:32:00,5,4,2,542,Champions,114.14999999999999,United Kingdom
16852,10,2,144.91000000000003,2011-11-29 13:22:00,5,3,1,531,Potential Loyalist,72.45500000000001,United Kingdom
16855,23,2,328.4,2011-11-16 12:03:00,4,3,2,432,Potential Loyalist,164.2,United Kingdom
16856,14,1,35.400000000000006,2011-11-25 08:59:00,4,2,1,421,New Customers,35.400000000000006,United Kingdom
16858,368,1,375.69000000000005,2010-12-06 09:52:00,1,2,2,122,Hibernating,375.69000000000005,United Kingdom
16859,144,2,747.81,2011-07-18 12:19:00,2,3,3,233,Potential Loyalist,373.905,United Kingdom
16861,59,2,173.76,2011-10-11 09:05:00,3,3,1,331,Potential Loyalist,86.88,United Kingdom
16863,31,2,502.8,2011-11-08 15:26:00,4,3,3,433,Potential Loyalist,251.4,United Kingdom
16866,140,3,207.73999999999998,2011-07-22 10:06:00,2,4,1,241,At Risk but Loyal,69.24666666666666,United Kingdom
16869,22,4,817.12,2011-11-17 12:02:00,4,4,3,443,Champions,204.28,United Kingdom
16871,22,6,2812.34,2011-11-17 19:27:00,4,5,5,455,Champions,468.72333333333336,United Kingdom
16872,77,3,680.02,2011-09-23 16:05:00,2,4,3,243,At Risk but Loyal,226.67333333333332,United Kingdom
16873,4,6,7123.62,2011-12-05 12:05:00,5,5,5,555,Champions,1187.27,United Kingdom
16875,67,5,2095.53,2011-10-03 13:39:00,3,4,5,345,Loyal,419.10600000000005,United Kingdom
16877,12,6,846.62,2011-11-27 13:47:00,5,5,3,553,Champions,141.10333333333332,United Kingdom
16878,84,1,13.3,2011-09-16 17:39:00,2,2,1,221,Hibernating,13.3,United Kingdom
16880,30,7,1491.43,2011-11-09 11:33:00,4,5,4,454,Champions,213.0614285714286,United Kingdom
16881,66,1,432.0,2011-10-04 10:33:00,3,2,2,322,Potential Loyalist,432.0,United Kingdom
16882,66,3,705.12,2011-10-04 10:42:00,3,4,3,343,Loyal,235.04,United Kingdom
16883,187,2,272.48,2011-06-05 12:51:00,1,3,2,132,Potential Loyalist,136.24,United Kingdom
16884,37,2,429.84000000000003,2011-11-02 11:52:00,3,3,2,332,Potential Loyalist,214.92000000000002,United Kingdom
16885,15,3,450.41,2011-11-24 13:40:00,4,4,2,442,Champions,150.13666666666668,United Kingdom
16887,35,1,192.32999999999998,2011-11-04 14:07:00,3,2,1,321,Potential Loyalist,192.32999999999998,United Kingdom
16889,194,3,1578.67,2011-05-29 11:05:00,1,4,4,144,At Risk but Loyal,526.2233333333334,United Kingdom
16891,1,5,742.43,2011-12-08 11:15:00,5,4,3,543,Champions,148.486,United Kingdom
16892,1,5,518.19,2011-12-08 13:18:00,5,4,3,543,Champions,103.638,United Kingdom
16893,366,1,145.93,2010-12-08 12:06:00,1,2,1,121,Hibernating,145.93,United Kingdom
16895,64,1,202.27,2011-10-06 12:15:00,3,2,1,321,Potential Loyalist,202.27,United Kingdom
16897,299,2,289.78,2011-02-13 15:02:00,1,3,2,132,Potential Loyalist,144.89,United Kingdom
16898,26,3,501.03,2011-11-13 15:44:00,4,4,3,443,Champions,167.01,United Kingdom
16899,7,6,1271.06,2011-12-02 12:03:00,5,5,4,554,Champions,211.84333333333333,United Kingdom
16900,16,3,887.11,2011-11-23 10:32:00,4,4,3,443,Champions,295.7033333333333,United Kingdom
16902,116,1,1706.88,2011-08-15 14:17:00,2,2,4,224,Hibernating,1706.88,United Kingdom
16903,29,1,363.2,2011-11-10 15:32:00,4,2,2,422,New Customers,363.2,United Kingdom
16904,4,16,3653.75,2011-12-05 13:10:00,5,5,5,555,Champions,228.359375,United Kingdom
16905,5,7,3037.6,2011-12-04 14:01:00,5,5,5,555,Champions,433.9428571428571,United Kingdom
16906,81,4,559.59,2011-09-19 11:49:00,2,4,3,243,At Risk but Loyal,139.8975,United Kingdom
16907,29,5,928.76,2011-11-10 18:04:00,4,4,3,443,Champions,185.752,United Kingdom
16909,72,1,379.14,2011-09-28 16:45:00,2,2,2,222,Hibernating,379.14,United Kingdom
16910,4,8,1508.96,2011-12-05 12:51:00,5,5,4,554,Champions,188.62,United Kingdom
16912,28,11,2555.58,2011-11-11 12:18:00,4,5,5,455,Champions,232.32545454545453,United Kingdom
16913,290,1,113.44,2011-02-22 12:56:00,1,2,1,121,Hibernating,113.44,United Kingdom
16914,36,1,183.76,2011-11-03 15:27:00,3,2,1,321,Potential Loyalist,183.76,United Kingdom
16915,9,6,621.6800000000001,2011-11-30 16:39:00,5,5,3,553,Champions,103.61333333333334,United Kingdom
16916,23,2,562.41,2011-11-16 12:08:00,4,3,3,433,Potential Loyalist,281.205,United Kingdom
16917,276,1,391.52,2011-03-08 11:55:00,1,2,2,122,Hibernating,391.52,United Kingdom
16918,49,6,1068.82,2011-10-21 12:50:00,3,5,4,354,Loyal,178.13666666666666,United Kingdom
16919,156,11,2592.25,2011-07-06 13:35:00,2,5,5,255,At Risk but Loyal,235.6590909090909,United Kingdom
16921,61,1,154.18,2011-10-09 16:22:00,3,2,1,321,Potential Loyalist,154.18,United Kingdom
16923,12,19,7069.08,2011-11-27 13:00:00,5,5,5,555,Champions,372.0568421052632,United Kingdom
16924,21,3,829.89,2011-11-18 12:53:00,4,4,3,443,Champions,276.63,United Kingdom
16926,371,1,230.25,2010-12-03 13:42:00,1,2,1,121,Hibernating,230.25,United Kingdom
